cell,composition,contention,seed,policy,utility_family,scenario_hash,agent,archetype,priority,completion,mandatory_failures,optional_refinement_rate,quality,backend_calls,blocked_calls,allocated,charged,unused,exhausted
mixed_bundle__high,mixed_bundle,high,1946194863,joint_leontief,LEONTIEF,cb2c7b2d8913d4f0,a2,code_review+doc_processing+monitoring+research,1.0,0.75,2,0.0,0.53125,11,8,"{""COMPUTE"": 84, ""MEMORY"": 69, ""DATASET"": 13, ""API_CREDITS"": 41}","{""COMPUTE"": 82, ""MEMORY"": 65, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 2, ""MEMORY"": 4, ""DATASET"": 5, ""API_CREDITS"": 2}","{""COMPUTE"": 2, ""MEMORY"": 8}"
mixed_bundle__high,mixed_bundle,high,1946194863,joint_leontief,LEONTIEF,cb2c7b2d8913d4f0,a3,code_review+doc_processing+research,1.0,0.625,3,0.0,0.44999999999999996,11,7,"{""COMPUTE"": 90, ""MEMORY"": 70, ""DATASET"": 8, ""API_CREDITS"": 44}","{""COMPUTE"": 86, ""MEMORY"": 64, ""DATASET"": 0, ""API_CREDITS"": 42}","{""COMPUTE"": 4, ""MEMORY"": 6, ""DATASET"": 8, ""API_CREDITS"": 2}","{""COMPUTE"": 3, ""MEMORY"": 7}"
mixed_bundle__high,mixed_bundle,high,1946194863,joint_leontief,LEONTIEF,cb2c7b2d8913d4f0,a4,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35624999999999996,9,4,"{""COMPUTE"": 79, ""MEMORY"": 69, ""DATASET"": 24, ""API_CREDITS"": 35}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 5, ""MEMORY"": 7, ""DATASET"": 8, ""API_CREDITS"": 1}","{""COMPUTE"": 4, ""MEMORY"": 3, ""API_CREDITS"": 1}"
mixed_bundle__high,mixed_bundle,high,1946194863,joint_leontief,LEONTIEF,cb2c7b2d8913d4f0,a5,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35,11,3,"{""COMPUTE"": 86, ""MEMORY"": 71, ""DATASET"": 17, ""API_CREDITS"": 38}","{""COMPUTE"": 86, ""MEMORY"": 70, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 0}","{""COMPUTE"": 3, ""MEMORY"": 3, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,equal,none,16aca2d452a854c1,a0,doc_processing+monitoring+research,1.0,0.5,4,1.0,0.4,12,0,"{""COMPUTE"": 81, ""MEMORY"": 68, ""DATASET"": 18, ""API_CREDITS"": 38}","{""COMPUTE"": 80, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 1, ""MEMORY"": 2, ""DATASET"": 2, ""API_CREDITS"": 6}","{""COMPUTE"": 2, ""DATASET"": 2}"
mixed_bundle__high,mixed_bundle,high,3937911054,equal,none,16aca2d452a854c1,a1,doc_processing+monitoring+research,1.0,0.25,6,0.0,0.2,6,2,"{""COMPUTE"": 81, ""MEMORY"": 68, ""DATASET"": 18, ""API_CREDITS"": 37}","{""COMPUTE"": 68, ""MEMORY"": 58, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 13, ""MEMORY"": 10, ""DATASET"": 2, ""API_CREDITS"": 3}","{""COMPUTE"": 5, ""DATASET"": 1, ""API_CREDITS"": 2}"
mixed_bundle__high,mixed_bundle,high,3937911054,equal,none,16aca2d452a854c1,a2,code_review+doc_processing+research,1.0,0.25,6,0.0,0.2,6,2,"{""COMPUTE"": 81, ""MEMORY"": 68, ""DATASET"": 18, ""API_CREDITS"": 37}","{""COMPUTE"": 68, ""MEMORY"": 58, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 13, ""MEMORY"": 10, ""DATASET"": 2, ""API_CREDITS"": 3}","{""COMPUTE"": 2, ""API_CREDITS"": 6}"
mixed_bundle__high,mixed_bundle,high,3937911054,equal,none,16aca2d452a854c1,a3,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35625,9,4,"{""COMPUTE"": 81, ""MEMORY"": 68, ""DATASET"": 17, ""API_CREDITS"": 37}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 7, ""MEMORY"": 6, ""DATASET"": 1, ""API_CREDITS"": 3}","{""COMPUTE"": 4, ""MEMORY"": 3, ""API_CREDITS"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,equal,none,16aca2d452a854c1,a4,code_review+doc_processing+monitoring,1.0,0.75,2,0.0,0.5125000000000001,12,6,"{""COMPUTE"": 81, ""MEMORY"": 68, ""DATASET"": 17, ""API_CREDITS"": 37}","{""COMPUTE"": 80, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 1, ""MEMORY"": 2, ""DATASET"": 1, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 6, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,equal,none,16aca2d452a854c1,a5,code_review+doc_processing+monitoring+research,1.0,0.75,2,0.0,0.5125000000000001,12,6,"{""COMPUTE"": 81, ""MEMORY"": 67, ""DATASET"": 17, ""API_CREDITS"": 37}","{""COMPUTE"": 80, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 1, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 3}","{""COMPUTE"": 1, ""MEMORY"": 6, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,drf,none,16aca2d452a854c1,a0,doc_processing+monitoring+research,1.0,0.5,4,0.0,0.32499999999999996,10,2,"{""COMPUTE"": 63, ""MEMORY"": 54, ""DATASET"": 19, ""API_CREDITS"": 24}","{""COMPUTE"": 60, ""MEMORY"": 50, ""DATASET"": 16, ""API_CREDITS"": 22}","{""COMPUTE"": 3, ""MEMORY"": 4, ""DATASET"": 3, ""API_CREDITS"": 2}","{""COMPUTE"": 4, ""MEMORY"": 2}"
mixed_bundle__high,mixed_bundle,high,3937911054,drf,none,16aca2d452a854c1,a1,doc_processing+monitoring+research,1.0,0.25,6,0.5,0.225,7,1,"{""COMPUTE"": 85, ""MEMORY"": 71, ""DATASET"": 19, ""API_CREDITS"": 41}","{""COMPUTE"": 76, ""MEMORY"": 64, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 9, ""MEMORY"": 7, ""DATASET"": 3, ""API_CREDITS"": 3}","{""COMPUTE"": 5, ""DATASET"": 1, ""API_CREDITS"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,drf,none,16aca2d452a854c1,a2,code_review+doc_processing+research,1.0,0.625,3,0.0,0.475,7,9,"{""COMPUTE"": 79, ""MEMORY"": 65, ""DATASET"": 12, ""API_CREDITS"": 41}","{""COMPUTE"": 74, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 41}","{""COMPUTE"": 5, ""MEMORY"": 4, ""DATASET"": 4, ""API_CREDITS"": 0}","{""COMPUTE"": 2, ""MEMORY"": 9, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,drf,none,16aca2d452a854c1,a3,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.25,0.38125,10,3,"{""COMPUTE"": 82, ""MEMORY"": 69, ""DATASET"": 19, ""API_CREDITS"": 38}","{""COMPUTE"": 82, ""MEMORY"": 68, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 0, ""MEMORY"": 1, ""DATASET"": 3, ""API_CREDITS"": 0}","{""COMPUTE"": 3, ""MEMORY"": 4}"
mixed_bundle__high,mixed_bundle,high,3937911054,drf,none,16aca2d452a854c1,a4,code_review+doc_processing+monitoring,1.0,0.75,2,0.0,0.5125000000000001,12,6,"{""COMPUTE"": 88, ""MEMORY"": 73, ""DATASET"": 19, ""API_CREDITS"": 36}","{""COMPUTE"": 80, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 8, ""MEMORY"": 7, ""DATASET"": 3, ""API_CREDITS"": 2}","{""COMPUTE"": 1, ""MEMORY"": 6, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,drf,none,16aca2d452a854c1,a5,code_review+doc_processing+monitoring+research,1.0,0.75,2,0.0,0.5125000000000001,12,6,"{""COMPUTE"": 89, ""MEMORY"": 74, ""DATASET"": 17, ""API_CREDITS"": 40}","{""COMPUTE"": 80, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 9, ""MEMORY"": 8, ""DATASET"": 1, ""API_CREDITS"": 6}","{""COMPUTE"": 5, ""MEMORY"": 2, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,decomposed_cobb_douglas,COBB_DOUGLAS,16aca2d452a854c1,a0,doc_processing+monitoring+research,1.0,0.625,3,0.5,0.4375,13,1,"{""COMPUTE"": 80, ""MEMORY"": 68, ""DATASET"": 24, ""API_CREDITS"": 32}","{""COMPUTE"": 78, ""MEMORY"": 67, ""DATASET"": 24, ""API_CREDITS"": 28}","{""COMPUTE"": 2, ""MEMORY"": 1, ""DATASET"": 0, ""API_CREDITS"": 4}","{""COMPUTE"": 2, ""MEMORY"": 1, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,decomposed_cobb_douglas,COBB_DOUGLAS,16aca2d452a854c1,a1,doc_processing+monitoring+research,1.0,0.25,6,0.5,0.225,7,1,"{""COMPUTE"": 80, ""MEMORY"": 67, ""DATASET"": 17, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 64, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 4, ""MEMORY"": 3, ""DATASET"": 1, ""API_CREDITS"": 1}","{""COMPUTE"": 5, ""MEMORY"": 1, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,decomposed_cobb_douglas,COBB_DOUGLAS,16aca2d452a854c1,a2,code_review+doc_processing+research,1.0,0.625,3,0.0,0.475,7,9,"{""COMPUTE"": 81, ""MEMORY"": 67, ""DATASET"": 12, ""API_CREDITS"": 43}","{""COMPUTE"": 74, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 41}","{""COMPUTE"": 7, ""MEMORY"": 6, ""DATASET"": 4, ""API_CREDITS"": 2}","{""COMPUTE"": 2, ""MEMORY"": 8, ""DATASET"": 1, ""API_CREDITS"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,decomposed_cobb_douglas,COBB_DOUGLAS,16aca2d452a854c1,a3,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35625,9,4,"{""COMPUTE"": 80, ""MEMORY"": 68, ""DATASET"": 18, ""API_CREDITS"": 37}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 6, ""MEMORY"": 6, ""DATASET"": 2, ""API_CREDITS"": 3}","{""COMPUTE"": 4, ""MEMORY"": 3, ""API_CREDITS"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,decomposed_cobb_douglas,COBB_DOUGLAS,16aca2d452a854c1,a4,code_review+doc_processing+monitoring,1.0,0.75,2,0.0,0.5125000000000001,12,6,"{""COMPUTE"": 83, ""MEMORY"": 69, ""DATASET"": 18, ""API_CREDITS"": 34}","{""COMPUTE"": 80, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 3, ""MEMORY"": 3, ""DATASET"": 2, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 6, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,decomposed_cobb_douglas,COBB_DOUGLAS,16aca2d452a854c1,a5,code_review+doc_processing+monitoring+research,1.0,0.75,2,0.0,0.5125000000000001,12,6,"{""COMPUTE"": 82, ""MEMORY"": 68, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 80, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 2, ""MEMORY"": 2, ""DATASET"": 0, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 6, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_linear,LINEAR,16aca2d452a854c1,a0,doc_processing+monitoring+research,1.0,0.125,7,0.0,0.075,2,0,"{""COMPUTE"": 27, ""MEMORY"": 143, ""DATASET"": 40, ""API_CREDITS"": 1}","{""COMPUTE"": 8, ""MEMORY"": 9, ""DATASET"": 8, ""API_CREDITS"": 1}","{""COMPUTE"": 19, ""MEMORY"": 134, ""DATASET"": 32, ""API_CREDITS"": 0}","{""COMPUTE"": 4, ""API_CREDITS"": 3}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_linear,LINEAR,16aca2d452a854c1,a1,doc_processing+monitoring+research,1.0,0.25,6,0.5,0.2125,7,1,"{""COMPUTE"": 62, ""MEMORY"": 81, ""DATASET"": 1, ""API_CREDITS"": 65}","{""COMPUTE"": 54, ""MEMORY"": 40, ""DATASET"": 0, ""API_CREDITS"": 25}","{""COMPUTE"": 8, ""MEMORY"": 41, ""DATASET"": 1, ""API_CREDITS"": 40}","{""COMPUTE"": 4, ""DATASET"": 3}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_linear,LINEAR,16aca2d452a854c1,a2,code_review+doc_processing+research,1.0,0.0,8,0.0,0.0,0,0,"{""COMPUTE"": 81, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 154}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 81, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 154}","{""MEMORY"": 8}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_linear,LINEAR,16aca2d452a854c1,a3,code_review+doc_processing+monitoring+research,1.0,0.0,8,0.0,0.0,0,0,"{""COMPUTE"": 1, ""MEMORY"": 180, ""DATASET"": 40, ""API_CREDITS"": 1}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 1, ""MEMORY"": 180, ""DATASET"": 40, ""API_CREDITS"": 1}","{""COMPUTE"": 8}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_linear,LINEAR,16aca2d452a854c1,a4,code_review+doc_processing+monitoring,1.0,0.0,8,0.0,0.0,0,0,"{""COMPUTE"": 155, ""MEMORY"": 1, ""DATASET"": 22, ""API_CREDITS"": 1}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 155, ""MEMORY"": 1, ""DATASET"": 22, ""API_CREDITS"": 1}","{""MEMORY"": 8}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_linear,LINEAR,16aca2d452a854c1,a5,code_review+doc_processing+monitoring+research,1.0,0.0,8,0.0,0.0,0,0,"{""COMPUTE"": 160, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 1}","{""COMPUTE"": 0, ""MEMORY"": 0, ""DATASET"": 0, ""API_CREDITS"": 0}","{""COMPUTE"": 160, ""MEMORY"": 1, ""DATASET"": 1, ""API_CREDITS"": 1}","{""MEMORY"": 8}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_cobb_douglas,COBB_DOUGLAS,16aca2d452a854c1,a0,doc_processing+monitoring+research,1.0,0.625,3,0.5,0.4375,13,1,"{""COMPUTE"": 80, ""MEMORY"": 68, ""DATASET"": 24, ""API_CREDITS"": 31}","{""COMPUTE"": 78, ""MEMORY"": 67, ""DATASET"": 24, ""API_CREDITS"": 28}","{""COMPUTE"": 2, ""MEMORY"": 1, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 2, ""MEMORY"": 1, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_cobb_douglas,COBB_DOUGLAS,16aca2d452a854c1,a1,doc_processing+monitoring+research,1.0,0.25,6,0.5,0.225,7,1,"{""COMPUTE"": 80, ""MEMORY"": 67, ""DATASET"": 17, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 64, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 4, ""MEMORY"": 3, ""DATASET"": 1, ""API_CREDITS"": 1}","{""COMPUTE"": 5, ""MEMORY"": 1, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_cobb_douglas,COBB_DOUGLAS,16aca2d452a854c1,a2,code_review+doc_processing+research,1.0,0.625,3,0.0,0.475,7,9,"{""COMPUTE"": 81, ""MEMORY"": 67, ""DATASET"": 12, ""API_CREDITS"": 43}","{""COMPUTE"": 74, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 41}","{""COMPUTE"": 7, ""MEMORY"": 6, ""DATASET"": 4, ""API_CREDITS"": 2}","{""COMPUTE"": 2, ""MEMORY"": 8, ""DATASET"": 1, ""API_CREDITS"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_cobb_douglas,COBB_DOUGLAS,16aca2d452a854c1,a3,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35625,9,4,"{""COMPUTE"": 80, ""MEMORY"": 68, ""DATASET"": 18, ""API_CREDITS"": 37}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 6, ""MEMORY"": 6, ""DATASET"": 2, ""API_CREDITS"": 3}","{""COMPUTE"": 4, ""MEMORY"": 3, ""API_CREDITS"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_cobb_douglas,COBB_DOUGLAS,16aca2d452a854c1,a4,code_review+doc_processing+monitoring,1.0,0.75,2,0.0,0.5125000000000001,12,6,"{""COMPUTE"": 83, ""MEMORY"": 69, ""DATASET"": 18, ""API_CREDITS"": 35}","{""COMPUTE"": 80, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 3, ""MEMORY"": 3, ""DATASET"": 2, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 6, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_cobb_douglas,COBB_DOUGLAS,16aca2d452a854c1,a5,code_review+doc_processing+monitoring+research,1.0,0.75,2,0.0,0.5125000000000001,12,6,"{""COMPUTE"": 82, ""MEMORY"": 68, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 80, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 2, ""MEMORY"": 2, ""DATASET"": 0, ""API_CREDITS"": 4}","{""COMPUTE"": 1, ""MEMORY"": 6, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_ces,CES,16aca2d452a854c1,a0,doc_processing+monitoring+research,1.0,0.75,2,0.0,0.475,14,2,"{""COMPUTE"": 79, ""MEMORY"": 70, ""DATASET"": 32, ""API_CREDITS"": 26}","{""COMPUTE"": 76, ""MEMORY"": 68, ""DATASET"": 32, ""API_CREDITS"": 24}","{""COMPUTE"": 3, ""MEMORY"": 2, ""DATASET"": 0, ""API_CREDITS"": 2}","{""COMPUTE"": 2, ""MEMORY"": 2}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_ces,CES,16aca2d452a854c1,a1,doc_processing+monitoring+research,1.0,0.25,6,0.5,0.225,7,1,"{""COMPUTE"": 80, ""MEMORY"": 67, ""DATASET"": 16, ""API_CREDITS"": 41}","{""COMPUTE"": 76, ""MEMORY"": 64, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 4, ""MEMORY"": 3, ""DATASET"": 0, ""API_CREDITS"": 3}","{""COMPUTE"": 5, ""MEMORY"": 1, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_ces,CES,16aca2d452a854c1,a2,code_review+doc_processing+research,1.0,0.625,3,0.0,0.475,7,9,"{""COMPUTE"": 81, ""MEMORY"": 65, ""DATASET"": 8, ""API_CREDITS"": 48}","{""COMPUTE"": 74, ""MEMORY"": 61, ""DATASET"": 8, ""API_CREDITS"": 41}","{""COMPUTE"": 7, ""MEMORY"": 4, ""DATASET"": 0, ""API_CREDITS"": 7}","{""COMPUTE"": 2, ""MEMORY"": 9, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_ces,CES,16aca2d452a854c1,a3,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35625,9,4,"{""COMPUTE"": 80, ""MEMORY"": 68, ""DATASET"": 19, ""API_CREDITS"": 38}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 6, ""MEMORY"": 6, ""DATASET"": 3, ""API_CREDITS"": 4}","{""COMPUTE"": 5, ""MEMORY"": 3}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_ces,CES,16aca2d452a854c1,a4,code_review+doc_processing+monitoring,1.0,0.625,3,0.2,0.44062500000000004,10,4,"{""COMPUTE"": 84, ""MEMORY"": 69, ""DATASET"": 17, ""API_CREDITS"": 31}","{""COMPUTE"": 68, ""MEMORY"": 58, ""DATASET"": 16, ""API_CREDITS"": 29}","{""COMPUTE"": 16, ""MEMORY"": 11, ""DATASET"": 1, ""API_CREDITS"": 2}","{""DATASET"": 1, ""API_CREDITS"": 6}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_ces,CES,16aca2d452a854c1,a5,code_review+doc_processing+monitoring+research,1.0,0.75,2,0.0,0.53125,11,8,"{""COMPUTE"": 82, ""MEMORY"": 68, ""DATASET"": 13, ""API_CREDITS"": 39}","{""COMPUTE"": 82, ""MEMORY"": 65, ""DATASET"": 8, ""API_CREDITS"": 39}","{""COMPUTE"": 0, ""MEMORY"": 3, ""DATASET"": 5, ""API_CREDITS"": 0}","{""MEMORY"": 8, ""DATASET"": 2}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_leontief,LEONTIEF,16aca2d452a854c1,a0,doc_processing+monitoring+research,1.0,0.5,4,0.5,0.3625,11,1,"{""COMPUTE"": 74, ""MEMORY"": 64, ""DATASET"": 22, ""API_CREDITS"": 29}","{""COMPUTE"": 70, ""MEMORY"": 58, ""DATASET"": 16, ""API_CREDITS"": 27}","{""COMPUTE"": 4, ""MEMORY"": 6, ""DATASET"": 6, ""API_CREDITS"": 2}","{""COMPUTE"": 2, ""MEMORY"": 1, ""DATASET"": 2}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_leontief,LEONTIEF,16aca2d452a854c1,a1,doc_processing+monitoring+research,1.0,0.25,6,0.5,0.225,7,1,"{""COMPUTE"": 81, ""MEMORY"": 68, ""DATASET"": 17, ""API_CREDITS"": 39}","{""COMPUTE"": 76, ""MEMORY"": 64, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 5, ""MEMORY"": 4, ""DATASET"": 1, ""API_CREDITS"": 1}","{""COMPUTE"": 5, ""MEMORY"": 1, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_leontief,LEONTIEF,16aca2d452a854c1,a2,code_review+doc_processing+research,1.0,0.625,3,0.1111111111111111,0.5,8,8,"{""COMPUTE"": 87, ""MEMORY"": 72, ""DATASET"": 13, ""API_CREDITS"": 46}","{""COMPUTE"": 82, ""MEMORY"": 67, ""DATASET"": 8, ""API_CREDITS"": 45}","{""COMPUTE"": 5, ""MEMORY"": 5, ""DATASET"": 5, ""API_CREDITS"": 1}","{""COMPUTE"": 2, ""MEMORY"": 8, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_leontief,LEONTIEF,16aca2d452a854c1,a3,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.0,0.35625,9,4,"{""COMPUTE"": 80, ""MEMORY"": 67, ""DATASET"": 19, ""API_CREDITS"": 37}","{""COMPUTE"": 74, ""MEMORY"": 62, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 6, ""MEMORY"": 5, ""DATASET"": 3, ""API_CREDITS"": 3}","{""COMPUTE"": 4, ""MEMORY"": 4}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_leontief,LEONTIEF,16aca2d452a854c1,a4,code_review+doc_processing+monitoring,1.0,0.625,3,0.2,0.44062500000000004,10,4,"{""COMPUTE"": 81, ""MEMORY"": 67, ""DATASET"": 18, ""API_CREDITS"": 33}","{""COMPUTE"": 70, ""MEMORY"": 60, ""DATASET"": 16, ""API_CREDITS"": 32}","{""COMPUTE"": 11, ""MEMORY"": 7, ""DATASET"": 2, ""API_CREDITS"": 1}","{""MEMORY"": 4, ""DATASET"": 1, ""API_CREDITS"": 2}"
mixed_bundle__high,mixed_bundle,high,3937911054,joint_leontief,LEONTIEF,16aca2d452a854c1,a5,code_review+doc_processing+monitoring+research,1.0,0.75,2,0.0,0.5125000000000001,12,6,"{""COMPUTE"": 83, ""MEMORY"": 69, ""DATASET"": 16, ""API_CREDITS"": 39}","{""COMPUTE"": 80, ""MEMORY"": 66, ""DATASET"": 16, ""API_CREDITS"": 34}","{""COMPUTE"": 3, ""MEMORY"": 3, ""DATASET"": 0, ""API_CREDITS"": 5}","{""COMPUTE"": 1, ""MEMORY"": 6, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3266737300,equal,none,323a406935d59208,a0,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.25,0.38125,10,3,"{""COMPUTE"": 83, ""MEMORY"": 70, ""DATASET"": 19, ""API_CREDITS"": 39}","{""COMPUTE"": 82, ""MEMORY"": 68, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 1, ""MEMORY"": 2, ""DATASET"": 3, ""API_CREDITS"": 1}","{""COMPUTE"": 1, ""MEMORY"": 3, ""DATASET"": 3}"
mixed_bundle__high,mixed_bundle,high,3266737300,equal,none,323a406935d59208,a1,code_review+doc_processing+monitoring+research,1.0,0.75,2,0.14285714285714285,0.534375,11,6,"{""COMPUTE"": 83, ""MEMORY"": 70, ""DATASET"": 18, ""API_CREDITS"": 39}","{""COMPUTE"": 80, ""MEMORY"": 68, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 3, ""MEMORY"": 2, ""DATASET"": 2, ""API_CREDITS"": 1}","{""MEMORY"": 7, ""DATASET"": 1}"
mixed_bundle__high,mixed_bundle,high,3266737300,equal,none,323a406935d59208,a2,code_review+doc_processing+monitoring+research,1.0,0.5,4,0.2,0.378125,8,4,"{""COMPUTE"": 82, ""MEMORY"": 69, ""DATASET"": 18, ""API_CREDITS"": 39}","{""COMPUTE"": 74, ""MEMORY"": 64, ""DATASET"": 16, ""API_CREDITS"": 38}","{""COMPUTE"": 8, ""MEMORY"": 5, ""DATASET"": 2, ""API_CREDITS"": 1}","{""COMPUTE"": 3, ""MEMORY"": 4, ""DATASET"": 1}"
